Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date
MG659838,Rift Valley fever virus,Phlebovirus riftense,SA135/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659839,Rift Valley fever virus,Phlebovirus riftense,SA165/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659840,Rift Valley fever virus,Phlebovirus riftense,SA206/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659841,Rift Valley fever virus,Phlebovirus riftense,SA220/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659842,Rift Valley fever virus,Phlebovirus riftense,SA225/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659843,Rift Valley fever virus,Phlebovirus riftense,SA226/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659844,Rift Valley fever virus,Phlebovirus riftense,SA250/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659845,Rift Valley fever virus,Phlebovirus riftense,SA257/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659846,Rift Valley fever virus,Phlebovirus riftense,SA287/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659847,Rift Valley fever virus,Phlebovirus riftense,SA317/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659848,Rift Valley fever virus,Phlebovirus riftense,SA322/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659849,Rift Valley fever virus,Phlebovirus riftense,SA336/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659850,Rift Valley fever virus,Phlebovirus riftense,SA344/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659851,Rift Valley fever virus,Phlebovirus riftense,SA377/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659852,Rift Valley fever virus,Phlebovirus riftense,SA394/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659853,Rift Valley fever virus,Phlebovirus riftense,SA395/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659854,Rift Valley fever virus,Phlebovirus riftense,SA414/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659855,Rift Valley fever virus,Phlebovirus riftense,SA420/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659856,Rift Valley fever virus,Phlebovirus riftense,SA424/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659857,Rift Valley fever virus,Phlebovirus riftense,SA472/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659858,Rift Valley fever virus,Phlebovirus riftense,SA482/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659859,Rift Valley fever virus,Phlebovirus riftense,SA484/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659860,Rift Valley fever virus,Phlebovirus riftense,SA509/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659861,Rift Valley fever virus,Phlebovirus riftense,SA535/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659862,Rift Valley fever virus,Phlebovirus riftense,SA538/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659863,Rift Valley fever virus,Phlebovirus riftense,SA591/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659864,Rift Valley fever virus,Phlebovirus riftense,SA632/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659865,Rift Valley fever virus,Phlebovirus riftense,SA633/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659866,Rift Valley fever virus,Phlebovirus riftense,SA635/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659867,Rift Valley fever virus,Phlebovirus riftense,SA638/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659868,Rift Valley fever virus,Phlebovirus riftense,SA665/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659869,Rift Valley fever virus,Phlebovirus riftense,SA705/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659870,Rift Valley fever virus,Phlebovirus riftense,SA746/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659871,Rift Valley fever virus,Phlebovirus riftense,SA770/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659872,Rift Valley fever virus,Phlebovirus riftense,SA918/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659873,Rift Valley fever virus,Phlebovirus riftense,SA1061/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659874,Rift Valley fever virus,Phlebovirus riftense,SA1081/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659875,Rift Valley fever virus,Phlebovirus riftense,SA1092/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659876,Rift Valley fever virus,Phlebovirus riftense,SA1167/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659877,Rift Valley fever virus,Phlebovirus riftense,SA1095/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659878,Rift Valley fever virus,Phlebovirus riftense,SA1098/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659879,Rift Valley fever virus,Phlebovirus riftense,SA1143/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659880,Rift Valley fever virus,Phlebovirus riftense,SA1171/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659881,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659882,Rift Valley fever virus,Phlebovirus riftense,SA1282/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659883,Rift Valley fever virus,Phlebovirus riftense,SA1329/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659884,Rift Valley fever virus,Phlebovirus riftense,SA1372/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659885,Rift Valley fever virus,Phlebovirus riftense,SA1405/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659886,Rift Valley fever virus,Phlebovirus riftense,SA1457/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659887,Rift Valley fever virus,Phlebovirus riftense,SA1518/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659888,Rift Valley fever virus,Phlebovirus riftense,SA1601/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659889,Rift Valley fever virus,Phlebovirus riftense,SA1797/10,L,6404,complete,South Africa,Homo sapiens,2010
MG659890,Rift Valley fever virus,Phlebovirus riftense,SA67/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659891,Rift Valley fever virus,Phlebovirus riftense,SA295/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659892,Rift Valley fever virus,Phlebovirus riftense,SA320/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659893,Rift Valley fever virus,Phlebovirus riftense,SA327/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659894,Rift Valley fever virus,Phlebovirus riftense,SA342/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659895,Rift Valley fever virus,Phlebovirus riftense,SA359/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659896,Rift Valley fever virus,Phlebovirus riftense,SA389/11,L,6404,complete,South Africa,Homo sapiens,2011
MG659897,Rift Valley fever virus,Phlebovirus riftense,SA579/11,L,6404,complete,Namibia,Homo sapiens,2011
MG659898,Rift Valley fever virus,Phlebovirus riftense,B314,L,6404,complete,Kenya,Bos taurus,1962
MG659899,Rift Valley fever virus,Phlebovirus riftense,S35,L,6404,complete,Kenya,Ovis aries,1972
MG659900,Rift Valley fever virus,Phlebovirus riftense,VRL2051/76,L,6404,complete,Zimbabwe,Homo sapiens,1976
MG659901,Rift Valley fever virus,Phlebovirus riftense,VRL1217/78,L,6404,complete,Zimbabwe,Ovis aries,1978
MG659902,Rift Valley fever virus,Phlebovirus riftense,VRL1290/78,L,6404,complete,Zimbabwe,Bos taurus,1978
MG659903,Rift Valley fever virus,Phlebovirus riftense,Lunyo,L,6404,complete,Uganda,Aedes,1955
MG659904,Rift Valley fever virus,Phlebovirus riftense,HD21955,L,6404,complete,Senegal,Homo sapiens,1975
MG659905,Rift Valley fever virus,Phlebovirus riftense,Ar 118,S,1692,complete,South Africa,Aedes circumluteolus,1955
MG659906,Rift Valley fever virus,Phlebovirus riftense,SPU59/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659907,Rift Valley fever virus,Phlebovirus riftense,SA62/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659908,Rift Valley fever virus,Phlebovirus riftense,SPU68/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659909,Rift Valley fever virus,Phlebovirus riftense,SA71/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659910,Rift Valley fever virus,Phlebovirus riftense,SA76/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659911,Rift Valley fever virus,Phlebovirus riftense,SA79/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659912,Rift Valley fever virus,Phlebovirus riftense,SA85/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659913,Rift Valley fever virus,Phlebovirus riftense,SPU86/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659914,Rift Valley fever virus,Phlebovirus riftense,SA93/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659915,Rift Valley fever virus,Phlebovirus riftense,SA95/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659916,Rift Valley fever virus,Phlebovirus riftense,SPU97/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659917,Rift Valley fever virus,Phlebovirus riftense,SPU100/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659918,Rift Valley fever virus,Phlebovirus riftense,SA103/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659919,Rift Valley fever virus,Phlebovirus riftense,SA106/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659920,Rift Valley fever virus,Phlebovirus riftense,SA110/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659921,Rift Valley fever virus,Phlebovirus riftense,SA122/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659922,Rift Valley fever virus,Phlebovirus riftense,SPU126/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659923,Rift Valley fever virus,Phlebovirus riftense,SA128/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659924,Rift Valley fever virus,Phlebovirus riftense,SA135/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659925,Rift Valley fever virus,Phlebovirus riftense,SA165/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659926,Rift Valley fever virus,Phlebovirus riftense,SA206/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659927,Rift Valley fever virus,Phlebovirus riftense,SA220/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659928,Rift Valley fever virus,Phlebovirus riftense,SA225/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659929,Rift Valley fever virus,Phlebovirus riftense,SA226/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659930,Rift Valley fever virus,Phlebovirus riftense,SA250/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659931,Rift Valley fever virus,Phlebovirus riftense,SA257/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659932,Rift Valley fever virus,Phlebovirus riftense,SA287/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659933,Rift Valley fever virus,Phlebovirus riftense,SA317/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659934,Rift Valley fever virus,Phlebovirus riftense,SA322/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659935,Rift Valley fever virus,Phlebovirus riftense,SA336/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659936,Rift Valley fever virus,Phlebovirus riftense,SA344/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659937,Rift Valley fever virus,Phlebovirus riftense,SA377/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659938,Rift Valley fever virus,Phlebovirus riftense,SA394/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659939,Rift Valley fever virus,Phlebovirus riftense,SA395/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659940,Rift Valley fever virus,Phlebovirus riftense,SA414/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659941,Rift Valley fever virus,Phlebovirus riftense,SA420/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659942,Rift Valley fever virus,Phlebovirus riftense,SA424/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659943,Rift Valley fever virus,Phlebovirus riftense,SA472/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659944,Rift Valley fever virus,Phlebovirus riftense,SA482/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659945,Rift Valley fever virus,Phlebovirus riftense,SA484/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659946,Rift Valley fever virus,Phlebovirus riftense,SA509/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659947,Rift Valley fever virus,Phlebovirus riftense,SA535/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659948,Rift Valley fever virus,Phlebovirus riftense,SA538/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659949,Rift Valley fever virus,Phlebovirus riftense,SA591/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659950,Rift Valley fever virus,Phlebovirus riftense,SA632/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659951,Rift Valley fever virus,Phlebovirus riftense,SA633/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659952,Rift Valley fever virus,Phlebovirus riftense,SA635/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659953,Rift Valley fever virus,Phlebovirus riftense,SA638/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659954,Rift Valley fever virus,Phlebovirus riftense,SA665/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659955,Rift Valley fever virus,Phlebovirus riftense,SA705/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659956,Rift Valley fever virus,Phlebovirus riftense,SA746/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659957,Rift Valley fever virus,Phlebovirus riftense,SA770/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659958,Rift Valley fever virus,Phlebovirus riftense,SA918/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659959,Rift Valley fever virus,Phlebovirus riftense,SA1061/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659960,Rift Valley fever virus,Phlebovirus riftense,SA1081/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659961,Rift Valley fever virus,Phlebovirus riftense,SA1092/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659962,Rift Valley fever virus,Phlebovirus riftense,SA1167/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659963,Rift Valley fever virus,Phlebovirus riftense,SA1095/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659964,Rift Valley fever virus,Phlebovirus riftense,SA1098/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659965,Rift Valley fever virus,Phlebovirus riftense,SA1143/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659966,Rift Valley fever virus,Phlebovirus riftense,SA1171/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659967,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659968,Rift Valley fever virus,Phlebovirus riftense,SA1282/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659969,Rift Valley fever virus,Phlebovirus riftense,SA1329/10,S,1691,complete,South Africa,Homo sapiens,2010
MG659970,Rift Valley fever virus,Phlebovirus riftense,SA1372/10,S,1692,complete,South Africa,Homo sapiens,2010
MG659971,Rift Valley fever virus,Phlebovirus riftense,SA1405/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659972,Rift Valley fever virus,Phlebovirus riftense,SA1457/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659973,Rift Valley fever virus,Phlebovirus riftense,SA1518/10,S,1692,complete,South Africa,Homo sapiens,2010
MG659974,Rift Valley fever virus,Phlebovirus riftense,SA1601/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659975,Rift Valley fever virus,Phlebovirus riftense,SA1797/10,S,1690,complete,South Africa,Homo sapiens,2010
MG659976,Rift Valley fever virus,Phlebovirus riftense,SA67/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659977,Rift Valley fever virus,Phlebovirus riftense,SA295/11,S,1692,complete,South Africa,Homo sapiens,2011
MG659978,Rift Valley fever virus,Phlebovirus riftense,SA320/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659979,Rift Valley fever virus,Phlebovirus riftense,SA327/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659980,Rift Valley fever virus,Phlebovirus riftense,SA342/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659981,Rift Valley fever virus,Phlebovirus riftense,SA359/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659982,Rift Valley fever virus,Phlebovirus riftense,SA389/11,S,1690,complete,South Africa,Homo sapiens,2011
MG659983,Rift Valley fever virus,Phlebovirus riftense,SA579/11,S,1690,complete,Namibia,Homo sapiens,2011
MG659984,Rift Valley fever virus,Phlebovirus riftense,B314,S,1691,complete,Kenya,Bos taurus,1962
MG659985,Rift Valley fever virus,Phlebovirus riftense,S35,S,1690,complete,Kenya,Ovis aries,1972
MG659986,Rift Valley fever virus,Phlebovirus riftense,VRL2051/76,S,1691,complete,Zimbabwe,Homo sapiens,1976
MG659987,Rift Valley fever virus,Phlebovirus riftense,VRL1217/78,S,1691,complete,Zimbabwe,Ovis aries,1978
MG659988,Rift Valley fever virus,Phlebovirus riftense,VRL1290/78,S,1691,complete,Zimbabwe,Bos taurus,1978
MG659989,Rift Valley fever virus,Phlebovirus riftense,Lunyo,S,1691,complete,Uganda,Aedes,1955
MG659990,Rift Valley fever virus,Phlebovirus riftense,HD21955,S,1691,complete,Senegal,Homo sapiens,1975
MG972972,Rift Valley fever virus,Phlebovirus riftense,,L,6321,partial,Uganda,Homo sapiens,2017-11-21
MG972973,Rift Valley fever virus,Phlebovirus riftense,,M,3852,partial,Uganda,Homo sapiens,2017-11-21
MG972974,Rift Valley fever virus,Phlebovirus riftense,,S,1644,partial,Uganda,Homo sapiens,2017-11-21
MG972975,Rift Valley fever virus,Phlebovirus riftense,,L,6397,partial,Uganda,Homo sapiens,2017-11-16
MG972976,Rift Valley fever virus,Phlebovirus riftense,,M,3879,partial,Uganda,Homo sapiens,2017-11-16
MG972977,Rift Valley fever virus,Phlebovirus riftense,,S,1686,partial,Uganda,Homo sapiens,2017-11-16
MG972978,Rift Valley fever virus,Phlebovirus riftense,,L,6332,partial,Uganda,Homo sapiens,2017-12-07
MG972979,Rift Valley fever virus,Phlebovirus riftense,,M,3817,partial,Uganda,Homo sapiens,2017-12-07
MG972980,Rift Valley fever virus,Phlebovirus riftense,,S,1581,partial,Uganda,Homo sapiens,2017-12-07
MH880841,Rift Valley fever virus,Phlebovirus riftense,RVF41125,S,683,partial,Mali,Homo sapiens,2016
MH880842,Rift Valley fever virus,Phlebovirus riftense,RVF41318,S,683,partial,Mali,Homo sapiens,2016
MG953418,Rift Valley fever virus,Phlebovirus riftense,,M,3576,partial,Uganda,Homo sapiens,2016-03-15
MG953419,Rift Valley fever virus,Phlebovirus riftense,201601292,M,3841,partial,Uganda,Homo sapiens,2016-03-15
MG953420,Rift Valley fever virus,Phlebovirus riftense,,M,3815,partial,Uganda,Homo sapiens,2016-06-09
MG953421,Rift Valley fever virus,Phlebovirus riftense,,L,6366,partial,Uganda,Homo sapiens,2016-06-09
MG953422,Rift Valley fever virus,Phlebovirus riftense,,L,6373,partial,Uganda,Homo sapiens,2016-03-15
MG953423,Rift Valley fever virus,Phlebovirus riftense,,L,6227,partial,Uganda,Homo sapiens,2016-03-15
MG953424,Rift Valley fever virus,Phlebovirus riftense,,S,1615,partial,Uganda,Homo sapiens,2016-03-15
MG953425,Rift Valley fever virus,Phlebovirus riftense,201601292,S,1675,partial,Uganda,Homo sapiens,2016-03-15
MG953426,Rift Valley fever virus,Phlebovirus riftense,,S,1641,partial,Uganda,Homo sapiens,2016-06-09
MG897464,Rift Valley fever virus,Phlebovirus riftense,,S,741,partial,Niger,Homo sapiens,2016
MG897465,Rift Valley fever virus,Phlebovirus riftense,,S,794,partial,Niger,Homo sapiens,2016
MG897467,Rift Valley fever virus,Phlebovirus riftense,,M,550,partial,Niger,Homo sapiens,2016
KX944803,Rift Valley fever virus,Phlebovirus riftense,M06/10,S,1672,partial,South Africa,Bos taurus,2010
KX944804,Rift Valley fever virus,Phlebovirus riftense,M127/09,S,1635,partial,South Africa,Bos taurus,2009
KX944805,Rift Valley fever virus,Phlebovirus riftense,M12/10,S,1676,partial,South Africa,Ovis aries,2010
KX944806,Rift Valley fever virus,Phlebovirus riftense,M16/10,S,1675,partial,South Africa,Ovis aries,2010
KX944807,Rift Valley fever virus,Phlebovirus riftense,M1955,S,1655,partial,South Africa,unidentified,1955
KX944808,Rift Valley fever virus,Phlebovirus riftense,M1975/Bov,S,1653,partial,South Africa,Bos taurus,1975
KX944809,Rift Valley fever virus,Phlebovirus riftense,M19/10,S,1654,partial,South Africa,Ovis aries,2010
KX944810,Rift Valley fever virus,Phlebovirus riftense,M21/10,S,1676,partial,South Africa,Ovis aries,2010
KX944811,Rift Valley fever virus,Phlebovirus riftense,M247/09,S,1678,partial,South Africa,Ovis aries,2009
KX944812,Rift Valley fever virus,Phlebovirus riftense,M259/09,S,1638,partial,South Africa,Bos taurus,2009
KX944813,Rift Valley fever virus,Phlebovirus riftense,M25/10,S,1661,partial,South Africa,Ovis aries,2010
KX944814,Rift Valley fever virus,Phlebovirus riftense,M260/09,S,1626,partial,South Africa,Bos taurus,2009
KX944815,Rift Valley fever virus,Phlebovirus riftense,M29/10,S,1617,partial,South Africa,Bos taurus,2010
KX944816,Rift Valley fever virus,Phlebovirus riftense,M33/10,S,1676,partial,South Africa,Ovis aries,2010
KX944817,Rift Valley fever virus,Phlebovirus riftense,M37/08,S,1691,partial,South Africa,Bubalus bubalis,2008
KX944818,Rift Valley fever virus,Phlebovirus riftense,M39/08,S,1691,partial,South Africa,Bubalus bubalis,2008
KX944819,Rift Valley fever virus,Phlebovirus riftense,M47/08,S,1691,partial,South Africa,Bos taurus,2008
KX944820,Rift Valley fever virus,Phlebovirus riftense,M48/08,S,1691,partial,Madagascar,Bos taurus,2008
KX944821,Rift Valley fever virus,Phlebovirus riftense,M57/74,S,1654,partial,South Africa,unidentified,1974
KX944822,Rift Valley fever virus,Phlebovirus riftense,M66/09,S,1689,partial,South Africa,Bos taurus,2009
KX944823,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,S,1645,partial,South Africa,Bos taurus,2008
KX944824,Rift Valley fever virus,Phlebovirus riftense,M84/08,S,1638,partial,South Africa,Bos taurus,2008
KX944825,Rift Valley fever virus,Phlebovirus riftense,M85/08,S,1691,partial,South Africa,Bos taurus,2008
KX944826,Rift Valley fever virus,Phlebovirus riftense,M06/10,M,3877,partial,South Africa,Bos taurus,2010
KX944827,Rift Valley fever virus,Phlebovirus riftense,M12/10,M,3875,partial,South Africa,Ovis aries,2010
KX944828,Rift Valley fever virus,Phlebovirus riftense,M127/09,M,3879,partial,South Africa,Bos taurus,2009
KX944829,Rift Valley fever virus,Phlebovirus riftense,M16/10,M,3876,partial,South Africa,Ovis aries,2010
KX944830,Rift Valley fever virus,Phlebovirus riftense,M19/10,M,3878,partial,South Africa,Ovis aries,2010
KX944831,Rift Valley fever virus,Phlebovirus riftense,M1955,M,3885,partial,South Africa,unidentified,1955
KX944832,Rift Valley fever virus,Phlebovirus riftense,M1975/Bov,M,3838,partial,South Africa,Bos taurus,1975
KX944833,Rift Valley fever virus,Phlebovirus riftense,M21/10,M,3875,partial,South Africa,Ovis aries,2010
KX944834,Rift Valley fever virus,Phlebovirus riftense,M247/09,M,3884,partial,South Africa,Ovis aries,2009
KX944835,Rift Valley fever virus,Phlebovirus riftense,M25/10,M,3878,partial,South Africa,Ovis aries,2010
KX944836,Rift Valley fever virus,Phlebovirus riftense,M259/09,M,3880,partial,South Africa,Bos taurus,2009
KX944837,Rift Valley fever virus,Phlebovirus riftense,M260/09,M,3866,partial,South Africa,Bos taurus,2009
KX944838,Rift Valley fever virus,Phlebovirus riftense,M29/10,M,3879,partial,South Africa,Bos taurus,2010
KX944839,Rift Valley fever virus,Phlebovirus riftense,M33/10,M,3878,partial,South Africa,Ovis aries,2010
KX944840,Rift Valley fever virus,Phlebovirus riftense,M37/08,M,3885,partial,South Africa,Bubalus bubalis,2008
KX944841,Rift Valley fever virus,Phlebovirus riftense,M39/08,M,3885,partial,South Africa,Bubalus bubalis,2008
KX944842,Rift Valley fever virus,Phlebovirus riftense,M47/08,M,3885,partial,South Africa,Bos taurus,2008
KX944843,Rift Valley fever virus,Phlebovirus riftense,M48/08,M,3885,partial,Madagascar,Bos taurus,2008
KX944844,Rift Valley fever virus,Phlebovirus riftense,M57/74,M,3867,partial,South Africa,unidentified,1974
KX944845,Rift Valley fever virus,Phlebovirus riftense,M66/09,M,3877,partial,South Africa,Bos taurus,2009
KX944846,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,M,3879,partial,South Africa,Bos taurus,2008
KX944847,Rift Valley fever virus,Phlebovirus riftense,M84/08,M,3876,partial,South Africa,Bos taurus,2008
KX944848,Rift Valley fever virus,Phlebovirus riftense,M85/08,M,3885,partial,South Africa,Bos taurus,2008
KX944849,Rift Valley fever virus,Phlebovirus riftense,M06/10,L,6380,partial,South Africa,Bos taurus,2010
KX944850,Rift Valley fever virus,Phlebovirus riftense,M12/10,L,6329,partial,South Africa,Ovis aries,2010
KX944851,Rift Valley fever virus,Phlebovirus riftense,M127/09,L,6404,partial,South Africa,Bos taurus,2009
KX944852,Rift Valley fever virus,Phlebovirus riftense,M16/10,L,6403,partial,South Africa,Ovis aries,2010
KX944853,Rift Valley fever virus,Phlebovirus riftense,M19/10,L,6294,partial,South Africa,Ovis aries,2010
KX944854,Rift Valley fever virus,Phlebovirus riftense,M1955,L,6373,partial,South Africa,unidentified,1955
KX944855,Rift Valley fever virus,Phlebovirus riftense,M1975/Bov,L,6388,partial,South Africa,Bos taurus,1975
KX944856,Rift Valley fever virus,Phlebovirus riftense,M21/10,L,6329,partial,South Africa,Ovis aries,2010
KX944857,Rift Valley fever virus,Phlebovirus riftense,M247/09,L,6390,partial,South Africa,Ovis aries,2009
KX944858,Rift Valley fever virus,Phlebovirus riftense,M25/10,L,6398,partial,South Africa,Ovis aries,2010
KX944859,Rift Valley fever virus,Phlebovirus riftense,M259/09,L,6403,partial,South Africa,Bos taurus,2009
KX944860,Rift Valley fever virus,Phlebovirus riftense,M260/09,L,6390,partial,South Africa,Bos taurus,2009
KX944861,Rift Valley fever virus,Phlebovirus riftense,M29/10,L,6393,partial,South Africa,Bos taurus,2010
KX944862,Rift Valley fever virus,Phlebovirus riftense,M33/10,L,6404,partial,South Africa,Ovis aries,2010
KX944863,Rift Valley fever virus,Phlebovirus riftense,M37/08,L,6404,partial,South Africa,Bubalus bubalis,2008
KX944864,Rift Valley fever virus,Phlebovirus riftense,M39/08,L,6404,partial,South Africa,Bubalus bubalis,2008
KX944865,Rift Valley fever virus,Phlebovirus riftense,M47/08,L,6404,partial,South Africa,Bos taurus,2008
KX944866,Rift Valley fever virus,Phlebovirus riftense,M48/08,L,6404,partial,Madagascar,Bos taurus,2008
KX944867,Rift Valley fever virus,Phlebovirus riftense,M57/74,L,6280,partial,South Africa,unidentified,1974
KX944868,Rift Valley fever virus,Phlebovirus riftense,M66/09,L,6333,partial,South Africa,Bos taurus,2009
KX944869,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,L,6392,partial,South Africa,Bos taurus,2008
KX944870,Rift Valley fever virus,Phlebovirus riftense,M84/08,L,6360,partial,South Africa,Bos taurus,2008
KX944871,Rift Valley fever virus,Phlebovirus riftense,M85/08,L,6397,partial,South Africa,Bos taurus,2008
MF405141,Rift Valley fever virus,Phlebovirus riftense,RVF_GAZA_MZ_1610,,736,partial,Mozambique,Culex,2010-10
